0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000
0.27912621	0.24029126	0.24029126	0.24029126	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.27730583	0.25000000	0.25000000	0.25000000	0.24029126	0.25000000	0.25000000	0.25000000	0.24029126	0.25000000	0.25000000	0.25000000	0.24029126	0.25000000	0.25000000	0.25000000	
0.30633670	0.23122110	0.23122110	0.23122110	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.30281563	0.24999996	0.24999996	0.24999996	0.23122106	0.24999996	0.24999996	0.24999996	0.23122106	0.24999996	0.24999996	0.24999996	0.23122106	0.24999996	0.24999996	0.24999996	
0.31924925	0.22691692	0.22691692	0.22691692	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.31492115	0.24999996	0.24999996	0.24999996	0.22691688	0.24999996	0.24999996	0.24999996	0.22691688	0.24999996	0.24999996	0.24999996	0.22691688	0.24999996	0.24999996	0.24999996	
0.32344714	0.23791298	0.22551763	0.22551763	0.24661132	0.24661132	0.24661132	0.24661132	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.31885666	0.25954954	0.24999996	0.24999996	0.22551759	0.24661128	0.24999996	0.24999996	0.22551759	0.24661128	0.24999996	0.24999996	0.22551759	0.24661128	0.24999996	0.24999996	
0.32552660	0.24336005	0.22482448	0.22482448	0.24249044	0.25253669	0.24249044	0.24249044	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.32080618	0.27116705	0.25000000	0.25000000	0.22482447	0.24249043	0.25000000	0.25000000	0.22482447	0.24249043	0.25000000	0.25000000	0.22482447	0.24249043	0.25000000	0.25000000	
0.32676806	0.24661203	0.22441066	0.22441066	0.23817881	0.26190017	0.23817881	0.23817881	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.32197006	0.27574743	0.25000000	0.25000000	0.22441065	0.24567934	0.25000000	0.25000000	0.22441065	0.23817879	0.25000000	0.25000000	0.22441065	0.23817879	0.25000000	0.25000000	
0.32555756	0.24722736	0.22274291	0.22274291	0.24195527	0.26795913	0.23538878	0.23538878	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.32073816	0.27871139	0.25000004	0.25000004	0.22868241	0.24774292	0.25000004	0.25000004	0.22274295	0.23538882	0.25000004	0.25000004	0.22274295	0.23538882	0.25000004	0.25000004	
0.32828040	0.24634967	0.22039347	0.22039347	0.24459873	0.27220039	0.23343581	0.23343581	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.31817532	0.28078603	0.24999996	0.24999996	0.23538120	0.24918730	0.24999996	0.24999996	0.22039342	0.23343576	0.24999996	0.24999996	0.22039342	0.23343576	0.24999996	0.24999996	
0.33336514	0.24457342	0.21765812	0.21765812	0.24655251	0.27533504	0.23199237	0.23199237	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.31918230	0.28231948	0.25000004	0.25000004	0.23920750	0.25025492	0.25000004	0.25000004	0.21765816	0.23199241	0.25000004	0.25000004	0.21765816	0.23199241	0.25000004	0.25000004	
0.33723300	0.24729162	0.21557739	0.21557739	0.24697889	0.27654088	0.22988024	0.22988024	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.31994824	0.28642036	0.25000000	0.25000000	0.24211797	0.24998656	0.25000000	0.25000000	0.21557740	0.22988025	0.25000000	0.25000000	0.21557740	0.22988025	0.25000000	0.25000000	
0.34027398	0.24942873	0.21394152	0.21394152	0.24635453	0.28029399	0.22733256	0.22733256	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.25000002	0.32055044	0.29220076	0.25000000	0.25000000	0.24440632	0.24880595	0.25000000	0.25000000	0.21394151	0.22733254	0.25000000	0.25000000	0.21394151	0.22733254	0.25000000	0.25000000	
0.34272752	0.25115299	0.21262162	0.21262162	0.24499307	0.28581252	0.22450110	0.22450110	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.32103631	0.29579555	0.25000004	0.25000004	0.24625262	0.25027650	0.25000004	0.25000004	0.21262165	0.22450114	0.25000004	0.25000004	0.21262165	0.22450114	0.25000004	0.25000004	
0.34370412	0.25180810	0.21089328	0.21089328	0.24707697	0.29030656	0.22219531	0.22219531	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.24999999	0.32046250	0.29872292	0.24999996	0.24999996	0.24992581	0.25147395	0.24999996	0.24999996	0.21089324	0.22219528	0.24999996	0.24999996	0.21089324	0.22219528	0.24999996	0.24999996	
0.34634281	0.25165150	0.20886984	0.20886984	0.24880676	0.29403696	0.22028134	0.22028134	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.25000000	0.31909354	0.30115293	0.24999996	0.24999996	0.25484870	0.25246799	0.24999996	0.24999996	0.20886980	0.22028130	0.24999996	0.24999996	0.20886980	0.22028130	0.24999996	0.24999996	
0.35023832	0.25087325	0.20663406	0.20663406	0.25026563	0.29718302	0.21866720	0.21866720	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.25000001	0.31953494	0.30320228	0.24999996	0.24999996	0.25832723	0.25330630	0.24999996	0.24999996	0.20663401	0.21866715	0.24999996	0.24999996	0.20663401	0.21866715	0.24999996	0.24999996	
